groupId,artifactId,latest description,earliest release (real) date,latest release (real) date
open.jbi.components.maven.archetype,maven-archetype-jbi-bc,"Maven archetype project to create a JBI Binding Component project 
        that contains the maven, ant build setup and sample source code for BC.",20100520Z,20100520Z
open.jbi.components.maven.archetype,maven-archetype-jbi-se,"Maven archetype project to create a JBI Service Engine project 
    that contains the maven, ant build setup and sample source code for BC.",20100520Z,20100520Z
org.actframework,act-archetype-support,,20180408Z,20180621Z
org.actframework,archetype-bookmark,,20191104Z,20200628Z
org.actframework,archetype-chatroom,,20191104Z,20200628Z
org.actframework,archetype-quickstart,,20180403Z,20200628Z
org.actframework,archetype-simple-restful-service,,20180403Z,20200628Z
org.activiti,activiti-archetype-unittest,Creates a new Activiti unit test.,20151105Z,20190815Z
org.aerysoft.minimaven,minimaven-ghsite-simple,A simple Maven archetype for GitHub-hosted static website.,20131029Z,20131029Z
org.aion4j,avm-archetype,Maven archetype which can be used to generate Aion AVM based smart contract project in java,20190127Z,20190714Z
org.aion4j,avm-archetype-multimodule,Maven archetype which can be used to generate a multi module AVM smart contract project in java,20190503Z,20190714Z
org.alfresco.maven.archetype,activiti-jar-archetype,DEPRECATED - UNSUPPORTED - EXPERIMENTAL,20170330Z,20190326Z
org.alfresco.maven.archetype,alfresco-allinone-archetype,Sample multi-module project for All-in-One development on the Alfresco platform. Includes modules for Platform/Repository JAR and Share JAR,20140823Z,20191218Z
org.alfresco.maven.archetype,alfresco-amp-archetype,Sample project with full support for lifecycle and rapid development of Repository AMPs (Alfresco Module Packages),20140823Z,20160303Z
org.alfresco.maven.archetype,alfresco-platform-jar-archetype,Sample project with full support for lifecycle and rapid development of Platform/Repository JARs and AMPs (Alfresco Module Packages),20170330Z,20191218Z
org.alfresco.maven.archetype,alfresco-share-jar-archetype,"Share project with full support for lifecycle and rapid development of JARs and AMPs (Alfresco Module
        Packages)",20170330Z,20191218Z
org.alfresco.maven.archetype,share-amp-archetype,"Share project with full support for lifecycle and rapid development of AMPs (Alfresco Module
        Packages)",20140823Z,20160303Z
org.antframework.template,template-archetype,基于ant-boot应用的父pom,20171116Z,20171116Z
org.antlr,antlr3-maven-archetype,ANTLR 3 Maven Archetype,20091028Z,20140325Z
org.apache.accumulo,accumulo-instamo-archetype,,20131009Z,20131009Z
org.apache.apex,apex-app-archetype,,20151023Z,20180414Z
org.apache.apex,apex-conf-archetype,,20151023Z,20180414Z
org.apache.archiva,archiva-consumer-archetype,Simple archetype to create archiva consumers,20170511Z,20190828Z
org.apache.avro,avro-service-archetype,Archetype that generates a simple example Avro service,20111028Z,20200622Z
org.apache.axis2.archetype,quickstart,Maven archetype for creating a  Axis2 web Service,20160118Z,20181116Z
org.apache.axis2.archetype,quickstart-webapp,Maven archetype for creating a  Axis2 web Service as a webapp,20160118Z,20181116Z
org.apache.beam,beam-sdks-java-maven-archetypes-examples,,20160608Z,20200602Z
org.apache.beam,beam-sdks-java-maven-archetypes-examples-java8,"A Maven Archetype to create a project containing
    example pipelines from the Apache Beam Java SDK, targeting Java 8.",20161229Z,20171116Z
org.apache.beam,beam-sdks-java-maven-archetypes-starter,,20160608Z,20200602Z
org.apache.brooklyn,brooklyn-archetype-quickstart,"This project defines an archetype for creating new projects which consume brooklyn,
    including an example application and an example new entity type,
    able to build an OSGi JAR and a binary assembly, with logging and READMEs.",20150715Z,20200218Z
org.apache.camel,camel-component,,20080407Z,20080722Z
org.apache.camel,camel-router,,20070702Z,20080722Z
org.apache.camel.archetypes,camel-archetype-activemq,Creates a new Camel project that configures and interacts with ActiveMQ.,20090514Z,20200412Z
org.apache.camel.archetypes,camel-archetype-api-component,Creates a new Camel component that wraps one or more API proxies.,20140915Z,20200614Z
org.apache.camel.archetypes,camel-archetype-blueprint,Creates a new Camel project with OSGi blueprint support. Ready to be deployed in OSGi.,20110719Z,20200614Z
org.apache.camel.archetypes,camel-archetype-cdi,Creates a new Camel project using CDI.,20151005Z,20200614Z
org.apache.camel.archetypes,camel-archetype-component,Creates a new Camel component.,20090514Z,20200614Z
org.apache.camel.archetypes,camel-archetype-component-scala,Creates a new Camel component with Scala.,20120627Z,20160327Z
org.apache.camel.archetypes,camel-archetype-connector,Creates a new Camel connector.,20170430Z,20200412Z
org.apache.camel.archetypes,camel-archetype-cxf-code-first-blueprint,Creates a new Camel project with Apache CXF code-first example using OSGi blueprint.,20131123Z,20170514Z
org.apache.camel.archetypes,camel-archetype-cxf-contract-first-blueprint,Creates a new Camel project with Apache CXF contract-first example using OSGi blueprint.,20130918Z,20170514Z
org.apache.camel.archetypes,camel-archetype-dataformat,Creates a new Camel data format.,20111228Z,20200614Z
org.apache.camel.archetypes,camel-archetype-groovy,Creates a new Camel project using Groovy DSL.,20130417Z,20200412Z
org.apache.camel.archetypes,camel-archetype-java,Creates a new Camel project using Java DSL.,20090514Z,20200614Z
org.apache.camel.archetypes,camel-archetype-java8,Creates a new Camel project using Java8 DSL.,20161005Z,20200510Z
org.apache.camel.archetypes,camel-archetype-main,Creates a new Camel project using standalone Camel Main.,20190706Z,20200614Z
org.apache.camel.archetypes,camel-archetype-scala,Creates a new Camel project using Scala DSL.,20090514Z,20200412Z
org.apache.camel.archetypes,camel-archetype-scr,Creates a new Camel SCR (Declarative Services) bundle project for OSGi,20150307Z,20200412Z
org.apache.camel.archetypes,camel-archetype-spring,Creates a new Camel project with added Spring DSL support.,20090514Z,20200614Z
org.apache.camel.archetypes,camel-archetype-spring-boot,Creates a new Camel project using Spring Boot.,20151005Z,20200614Z
org.apache.camel.archetypes,camel-archetype-spring-dm,Creates a new Camel project with added Spring DSL support. Ready to be deployed in OSGi.,20110719Z,20180324Z
org.apache.camel.archetypes,camel-archetype-war,"Creates a new Camel project that deploys the Camel Web Console, REST API, and your routes as a WAR",20090612Z,20110125Z
org.apache.camel.archetypes,camel-archetype-web,Creates a new Camel web project that deploys the Camel routes as a WAR application,20110318Z,20200510Z
org.apache.camel.archetypes,camel-archetype-webconsole,"Creates a new Camel project that deploys the Camel Web Console, REST API, and your routes as a WAR",20110318Z,20151106Z
org.apache.chemistry.opencmis,chemistry-opencmis-server-archetype,OpenCMIS Server Framework archetype,20130123Z,20170331Z
org.apache.chemistry.opencmis,chemistry-opencmis-server-extension-archetype,OpenCMIS Server Extension archetype,20150330Z,20170331Z
org.apache.clerezza,internal.archetype,Generic archetype for clerezza projects,20120219Z,20120219Z
org.apache.cocoon,cocoon-22-archetype-block,,20060803Z,20080407Z
org.apache.cocoon,cocoon-22-archetype-block-plain,,20070702Z,20080407Z
org.apache.cocoon,cocoon-22-archetype-webapp,,20061219Z,20080407Z
org.apache.cocoon.archetype-block,cocoon-archetype-block,,20090113Z,20110620Z
org.apache.cocoon.archetype-parent,cocoon-archetype-parent,,20090113Z,20110620Z
org.apache.cocoon.archetype-sample,cocoon-archetype-sample,,20090113Z,20110620Z
org.apache.cocoon.archetype-webapp,cocoon-archetype-webapp,,20090113Z,20110620Z
org.apache.crunch,crunch-archetype,"Create a basic, self-contained job for Apache Crunch.",20121109Z,20191009Z
org.apache.cxf,cxf-http-basic,,20080428Z,20100601Z
org.apache.cxf.archetype,cxf-jaxrs-service,Simple CXF JAX-RS webapp service using Spring configuration,20111215Z,20200623Z
org.apache.cxf.archetype,cxf-jaxws-javafirst,Creates a project for developing a Web service starting from Java code,20090209Z,20200623Z
org.apache.cxf.archetype,cxf-jaxws-wsdlfirst,Creates a contract (WSDL)-first CXF web service,20170906Z,20200623Z
org.apache.directmemory.server,server-example-archetype,,20120702Z,20130911Z
org.apache.directory.server,apacheds-schema-archetype,,20070221Z,20070526Z
org.apache.directory.server,apacheds-testcase-archetype,,20070221Z,20070526Z
org.apache.felix,maven-ipojo-plugin,"Maven Plugin to package iPOJO-powered bundles.",20080605Z,20141216Z
org.apache.flex.blazeds,blazeds-spring-boot-example-archetype,,20170327Z,20170327Z
org.apache.flex.flexjs.framework,flexjs-simple-application-archetype,Maven archetype for creating FlexJS Maven project for building a simple FlexJS application with both Flash and JavaScript output.,20170620Z,20170620Z
org.apache.flex.flexjs.framework,flexjs-simple-application-pure-js-archetype,Maven archetype for creating FlexJS Maven project for building a simple FlexJS application with only JavaScript output.,20170620Z,20170620Z
org.apache.flex.flexjs.framework,flexjs-simple-application-pure-swf-archetype,Maven archetype for creating FlexJS Maven project for building a simple FlexJS application with only Flash output.,20170620Z,20170620Z
org.apache.flex.flexjs.framework,flexjs-simple-library-archetype,Maven archetype for creating FlexJS Maven project for building a simple FlexJS library.,20170620Z,20170620Z
org.apache.flex.flexjs.framework,flexjs-simple-typedef-archetype,Maven archetype for creating FlexJS Maven project for building a simple FlexJS typedef library.,20170620Z,20170620Z
org.apache.flink,flink-quickstart-java,,20140815Z,20200630Z
org.apache.flink,flink-quickstart-java_2.11,,20151110Z,20160208Z
org.apache.flink,flink-quickstart-scala,,20140815Z,20200630Z
org.apache.flink,flink-quickstart-scala_2.11,,20151110Z,20160208Z
org.apache.flink,flink-walkthrough-datastream-java,,20200207Z,20200630Z
org.apache.flink,flink-walkthrough-datastream-scala,,20200207Z,20200630Z
org.apache.flink,flink-walkthrough-table-java,,20200207Z,20200630Z
org.apache.flink,flink-walkthrough-table-scala,,20200207Z,20200630Z
org.apache.flink,statefun-quickstart,,20200403Z,20200601Z
org.apache.geronimo.buildsupport,geronimo-archetype-testsuite,Plugin to help create a testsuite,20080218Z,20111220Z
org.apache.geronimo.buildsupport,geronimo-assembly-archetype,,20080428Z,20130523Z
org.apache.geronimo.buildsupport,geronimo-plugin-archetype,,20080428Z,20130523Z
org.apache.geronimo.plugins,geronimo-archetype-testsuite,Plugin to help create a testsuite,20070815Z,20071018Z
org.apache.geronimo.samples,geronimo-samples-archetype,Plugin to help create a samples project,20081003Z,20120704Z
org.apache.isis,quickstart-archetype,,20110703Z,20120210Z
org.apache.isis.archetype,helloworld-archetype,"This module defines a standard parent POM to use for various Incode applications and modules.  
        Its primary purpose is to make it easy to use a set up maven mixins (https://github.com/odavid/maven-plugins)
        within child POMs.  Specifically this means locking down the versions of plugins using pluginManagement.
        
        It does NOT define any mixins for Apache Isis.",20170806Z,20190114Z
org.apache.isis.archetype,quickstart_wicket_restful_jdo-archetype,,20121220Z,20140606Z
org.apache.isis.archetype,simple_wicket_restful_jdo-archetype,,20131021Z,20140606Z
org.apache.isis.archetype,simpleapp-archetype,"This module defines a standard parent POM to use for various Incode applications and modules.  
        Its primary purpose is to make it easy to use a set up maven mixins (https://github.com/odavid/maven-plugins)
        within child POMs.  Specifically this means locking down the versions of plugins using pluginManagement.
        
        It does NOT define any mixins for Apache Isis.",20140725Z,20190114Z
org.apache.isis.archetype,todoapp-archetype,,20140725Z,20141013Z
org.apache.kafka,streams-quickstart-java,,20170905Z,20200408Z
org.apache.karaf.archetypes,archetypes-command,,20100921Z,20111013Z
org.apache.karaf.archetypes,karaf-assembly-archetype,This archetype sets up an empty karaf assembly project.,20111222Z,20200605Z
org.apache.karaf.archetypes,karaf-blueprint-archetype,An archetype for creating a simple blueprint bundle.,20111222Z,20200605Z
org.apache.karaf.archetypes,karaf-bundle-archetype,A simple bundle archetype.,20111222Z,20200605Z
org.apache.karaf.archetypes,karaf-command-archetype,A Karaf command archetype.,20111222Z,20200605Z
org.apache.karaf.archetypes,karaf-feature-archetype,This archetype sets up an empty karaf features project.,20111222Z,20200605Z
org.apache.karaf.archetypes,karaf-kar-archetype,This archetype sets up an empty karaf kar project.,20111222Z,20200605Z
org.apache.karaf.eik.archetypes,eik-camel-archetype,Camel PDE plugin to be used in EIK,20130104Z,20130104Z
org.apache.marmotta,marmotta-archetype-module,This Maven Archetype allows creating the basic structure for an Marmotta Module,20130411Z,20180612Z
org.apache.marmotta,marmotta-archetype-webapp,Web Application bundle (WAR file) containing Apache Marmotta,20130411Z,20180612Z
org.apache.maven.archetypes,maven-archetype-archetype,"An archetype which contains a sample archetype.",20060507Z,20181209Z
org.apache.maven.archetypes,maven-archetype-j2ee-simple,"An archetype which contains a simplified sample J2EE application.",20060507Z,20181209Z
org.apache.maven.archetypes,maven-archetype-marmalade-mojo,,20060507Z,20060507Z
org.apache.maven.archetypes,maven-archetype-mojo,An archetype which contains a sample a sample Maven plugin.,20060507Z,20061203Z
org.apache.maven.archetypes,maven-archetype-plugin,"An archetype which contains a sample Maven plugin.",20061203Z,20181209Z
org.apache.maven.archetypes,maven-archetype-plugin-site,"An archetype which contains a sample Maven plugin site. This archetype can be layered upon an
    existing Maven plugin project.",20061203Z,20181209Z
org.apache.maven.archetypes,maven-archetype-portlet,"An archetype which contains a sample JSR-268 Portlet.",20060507Z,20181209Z
org.apache.maven.archetypes,maven-archetype-profiles,,20060507Z,20060507Z
org.apache.maven.archetypes,maven-archetype-quickstart,"An archetype which contains a sample Maven project.",20060507Z,20181209Z
org.apache.maven.archetypes,maven-archetype-simple,"An archetype which contains a simple Maven project.",20060507Z,20181209Z
org.apache.maven.archetypes,maven-archetype-site,"An archetype which contains a sample Maven site which demonstrates some of the supported document types like
    APT, XDoc, and FML and demonstrates how to i18n your site. This archetype can be layered
    upon an existing Maven project.",20060507Z,20181209Z
